,artist.name,artist.similar,artist.terms,song.title
88,Hank Penny & The Lincoln Penny Orchestra,0.0,western swing,0
89,Inspiral Carpets,0.0,indie rock,0
90,Borialis,0.0,rap rock,0
91,The Dirty Skirts,0.0,indie rock,0
92,Flor Silvestre,0.0,ranchera,0
93,BA(c)zu,0.0,chanson,0
94,Redman,0.0,hip hop,0
95,Solistiyhtye Suomi,0.0,german pop,0
96,Eddie Cantor,0.0,easy listening,0
97,Schizoid,0.0,breakcore,0
98,Kai Winding,0.0,hard bop,0
99,Sonny Simmons,0.0,free jazz,0
100,Mira,0.0,shoegaze,0
101,Citizen Kaned,0.0,chill-out,0
102,The Brooklyn Tabernacle Choir,0.0,gospel,0
103,Ellen McIlwaine,0.0,blues-rock,0
104,Vince Guaraldi / Bola Sete,0.0,latin jazz,0
105,Maurice Chevalier,0.0,chanson,0
106,Carl Cox Vs Yousef,0.0,tech house,0
107,Organized Konfusion,0.0,hip hop,0
108,Martina McBride,0.0,country,0
109,Horace Andy,0.0,roots reggae,0
110,Nazz,0.0,freakbeat,0
111,Tyrone Davis,0.0,chicago soul,0
112,Hot Tuna,0.0,blues-rock,0
113,Richard Burton,0.0,jazz fusion,0
114,Rory Block,0.0,delta blues,0
115,Boyz II Men,0.0,new jack swing,0
116,Howard Armstrong,0.0,piedmont blues,0
117,Donny Hathaway,0.0,jazz funk,0
118,Miguel Gallardo,0.0,male vocalist,0
119,Les Ogres De Barback,0.0,chanson,0
120,DJ X-Change featuring DJ Joey A,0.0,ghetto tech,0
121,Morel,0.0,dance pop,0
122,Tony Joe White,0.0,country rock,0
123,Wolfmother,0.0,stoner metal,0
124,The Roches,0.0,singer-songwriter,0
125,Bob Margolin,0.0,blues-rock,0
126,Thomas Battenstein,0.0,guitar,0
127,Jupiter Rising,0.0,pop rap,0
128,Dharma Bums,0.0,progressive house,0
129,Saafir,0.0,hip hop,0
130,The Verve Pipe,0.0,post-grunge,0
131,Bob Neuwirth,0.0,singer-songwriter,0
132,Marvin Sapp,0.0,gospel,0
133,James Hunter,0.0,blue-eyed soul,0
134,Nelson Ned,0.0,latin jazz,0
135,Mish Mash,0.0,vocal house,0
136,Cama,0.0,los angeles,0
137,Maxi Priest,0.0,lovers rock,0
138,Porcupine Tree,0.0,experimental rock,0
139,Ragheb Alama,0.0,arabesque,0
140,Foo Fighters,0.0,grunge,0
141,Shakira Featuring Wyclef Jean,0.0,dance pop,0
142,The Avengers,0.0,rock,0
143,Robben Ford,0.0,blues-rock,0
144,Brazilian Tropical Orchestra,0.0,bossa nova,0
145,Gil Semedo,0.0,zouk,0
146,Soda Stereo,0.0,rock,0
147,Xmilk,0.0,thrash core,0
148,Dolce; Oscar G.,0.0,folk-pop,0
149,Britt Nicole,0.0,ccm,0
150,Schizoid,0.0,breakcore,0
151,Toni Braxton Featuring Shaggy,0.0,dance pop,0
152,Perrey And Kingsley,0.0,easy listening,0
153,Sven Tasnadi,0.0,tech house,0
154,Eddie,0.0,frevo,0
155,Enthroned,0.0,black metal,0
156,Suzanne Ciani,0.0,meditation,0
157,Milan Band,0.0,serialism,0
158,Johnny Osbourne,0.0,roots reggae,0
159,Dolly Parton,0.0,bluegrass,0
160,Rance Allen Group,0.0,jazz funk,0
161,Pearl Jam,0.0,grunge,0
162,Natalie Cole,0.0,vocal jazz,0
163,Mastodon,0.0,alternative metal,0
164,Kiril Valeri,0.0,flamenco,0
165,Word,0.0,blues-rock,0
166,DJ Quik,0.0,gangster rap,0
167,Hank Locklin,0.0,honky tonk,0
168,BT,0.0,electronica,0
169,2-4 Grooves feat. Reki D.,0.0,vocal house,0
170,The Jordanaires,0.0,country gospel,0
171,Descendents,0.0,hardcore punk,0
172,L.A. Guns,0.0,heavy metal,0
173,Bare Jr.,0.0,post-grunge,0
174,Shelley Fabares,0.0,brill building pop,0
175,Norrie Paramor,0.0,easy listening,0
176,Gary Hobbs,0.0,tejano,0
177,Diesel Boy,0.0,pop rock,0
178,Angelo Badalamenti,0.0,chill-out,0
179,Cradle Of Filth,0.0,sympho black metal,0
180,Jim Chappell,0.0,chamber jazz,0
181,Ladybug,0.0,dancehall,0
182,Bandido,0.0,hard house,0
183,Brixx,0.0,rap,0
184,Nine Inch Nails,0.0,industrial metal,0
185,Susana Seivane,0.0,gaita,0
186,Leland Martin,0.0,honky tonk,0
187,Test Icicles,0.0,grime,0
188,Heaven 17,0.0,new romantic,0
189,React,0.0,happy hardcore,0
190,Sven Tasnadi,0.0,tech house,0
191,Mance Lipscomb,0.0,texas blues,0
192,Scott Wesley Brown,0.0,modern rock,0
193,FlA!vio JosA(c),0.0,brazil,0
194,Moss,0.0,future jazz,0
195,Pery Ribeiro,0.0,bossa nova,0
196,Soular,0.0,breakbeat,0
197,Dimmu Borgir,0.0,black metal,0
198,Public Image Ltd,0.0,dance rock,0
199,Gary Moore,0.0,blues-rock,0
200,Pascal Sangla,0.0,french pop,0
201,The B-52's,0.0,dance rock,0
202,Dakis,0.0,greek,0
203,Sex Pistols,0.0,punk,0
204,Chris Brown,0.0,r&b,0
205,Deekline & Wizard,0.0,breakbeat,0
206,Daniela DessA!,0.0,opera,0
207,Hem,0.0,folk-pop,0
208,Lily Allen,0.0,ska,0
209,Pentangle,0.0,british invasion,0
210,DJ Dips,0.0,turnablism,0
211,Ana Bekuta,0.0,pop folk,0
212,Jason Miles,0.0,jazz fusion,0
213,Busdriver,0.0,alternative hip hop,0
214,Byther Smith,0.0,chicago blues,0
215,Bebo & Cigala,0.0,latin jazz,0
216,Bizarre Inc,0.0,breakbeat,0
217,Bongzilla,0.0,stoner metal,0
218,The Gone Jackals,0.0,blues-rock,0
219,The Willis Brothers,0.0,western swing,0
220,Laurindo Almeida / Carlos Barbosa-Lima / Charlie Byrd,0.0,latin jazz,0
221,S.U.P,0.0,doom metal,0
222,Boogie Pimps,0.0,hard house,0
223,Brian Keane,0.0,world beat,0
224,Aberdeen,0.0,twee pop,0
225,The Killers,0.0,rock,0
226,Gloriana,0.0,teen pop,0
227,Butterfly Temple,0.0,doom metal,0
228,Grant Geissman,0.0,smooth jazz,0
229,20/20,0.0,power pop,0
230,JosA(c) Augusto,0.0,latin pop,0
231,Orbital,0.0,techno,0
232,Bone Thugs-N-Harmony / Akon,0.0,gangster rap,0
233,Moonsorrow,0.0,viking metal,0
234,N.W.A.,0.0,gangster rap,0
235,Rage Against The Machine,0.0,rap metal,0
236,Jazz Gillum,0.0,chicago blues,0
237,Rise Against,0.0,hardcore punk,0
238,Ultraviolence,0.0,gabba,0
239,Korn,0.0,rap metal,0
240,Sir Neville Marriner,0.0,requiem,0
241,Agnes,0.0,europop,0
242,James Horner,0.0,rock,0
243,Tantric,0.0,post-grunge,0
244,Mastodon,0.0,alternative metal,0
245,Xcultures,0.0,gabba,0
246,The Irish Tenors,0.0,irish folk,0
247,U2,0.0,dance rock,0
248,Little Joe,0.0,soul jazz,0
249,Korn,0.0,rap metal,0
250,Blind Blake & The Royal Victoria Hotel Calypsos,0.0,country blues,0
251,Percy Faith,0.0,instrumental pop,0
252,Extreme,0.0,funk metal,0
253,Alexandre Desplat,0.0,soundtrack,0
254,Prozak,0.0,rap,0
255,Jerry Butler,0.0,chicago soul,0
256,Yvette Horner,0.0,chanson,0
257,Delta 9,0.0,gabba,0
258,Placebo,0.0,british pop,0
259,Tam Tam Go!,0.0,pop rock,0
260,Gertrudis,0.0,big beat,0
261,Warrior King,0.0,roots reggae,0
262,Soda Stereo,0.0,rock,0
263,LORE,0.0,trip hop,0
264,Soul Asylum,0.0,hard rock,0
265,Carl Doy with NZSO,0.0,progressive house,0
266,Horace Andy,0.0,roots reggae,0
267,Jimmy Wakely,0.0,classic country,0
268,The Nightraver & The Magican,0.0,gabba,0
269,Rah Digga (Featuring Outsidaz),0.0,hip hop,0
270,RUN-DMC,0.0,hip hop,0
271,Bert Kaempfert And His Orchestra,0.0,orchestra,0
272,Hank Locklin,0.0,honky tonk,0
273,Lady May,0.0,hip hop,0
274,Nightwish,0.0,sympho black metal,0
275,Angelo Badalamenti,0.0,chill-out,0
276,Frank Chacksfield,0.0,orchestra,0
277,Cesar Camargo Mariano/Helio Delmiro,0.0,latin jazz,0
278,Buzzhorn,0.0,post-grunge,0
279,Silverstein,0.0,post-hardcore,0
280,!!!,0.0,dance-punk,0
281,The Secret Life of Teenage Girls,0.0,grindcore,0
282,The Notorious B.I.G.,0.0,gangster rap,0
283,Led Zeppelin,0.0,blues-rock,0
284,Sandi Thom,0.0,british pop,0
285,Carl Belew,0.0,rockabilly,0
286,The Field Mice,0.0,twee pop,0
287,Billy Higgins_ Bob Berg_ Cedar Walton_ Tony Dumas,0.0,hard bop,0
288,Catherine Howe,0.0,chill-out,0
289,Malkit Singh,0.0,broken beat,0
290,Rodney O & Joe Cooley,0.0,miami bass,0
291,Dean Martin,0.0,vocal,0
292,Strata,0.0,post-grunge,0
293,James Darren,0.0,brill building pop,0
294,Till West & DJ Delicious,0.0,funky house,0
295,Carlos NuA+-ez,0.0,flamenco,0
296,Igor Stravinsky,0.0,ballet,0
297,Gene Clark,0.0,country rock,0
298,Maysa,0.0,brazilian pop music,0
299,The Shirelles,0.0,doo-wop,0
300,The American Boychoir,0.0,j pop,0
301,JDS,0.0,happy hardcore,0
302,Panic At The Disco,0.0,pop punk,0
303,Jan Howard,0.0,classic country,0
304,Abraham Laboriel,0.0,jazz,0
305,"MichA""le Arnaud",0.0,chanson,0
306,Sticky Fingaz,0.0,hip hop,0
307,Dame Joan Sutherland / New Philharmonia Orchestra / Richard Bonynge,0.0,bel canto,0
308,The Jeff Healey Band,0.0,blues-rock,0
309,Angela Dimitriou,0.0,pop folk,0
310,Danny Wilson,0.0,british pop,0
311,Lionel Rogg,0.0,early music,0
312,Java,0.0,musette,0
313,SWAMI featuring Asuivre,0.0,downtempo,0
314,The Black Velvet Band,0.0,irish folk,0
315,Lisa Lynne,0.0,chill-out,0
316,Pe'z,0.0,argentine rock,0
317,Shawn Colvin,0.0,country rock,0
318,Stephy Tang,0.0,cantonese pop,0
319,Casual,0.0,hip hop,0
320,Backstreet Boys,0.0,teen pop,0
321,Tiny Tim,0.0,cabaret,0
322,Kenny G featuring Daryl Hall,0.0,instrumental pop,0
323,Christos Dantis,0.0,pop rock,0
324,David Martin,0.0,screamo,0
325,John Davis,0.0,jazz fusion,0
326,Trafik,0.0,progressive house,0
327,Nick Ingman;Gavyn Wright,0.0,jazz funk,0
328,Eddie Calvert,0.0,cool jazz,0
329,Glad,0.0,ccm,0
330,Steel Rain,0.0,country rock,0
331,Los Manolos,0.0,flamenco,0
332,Gloriana,0.0,teen pop,0
333,Bombay Rockers,0.0,bhangra,0
334,Jinx,0.0,breakbeat,0
335,Chase & Status,0.0,breakbeat,0
336,Tom Petty,0.0,heartland rock,0
337,Montserrat CaballA(c);Placido Domingo;Vicente Sardinero;Judith Blegen;Sherrill Milnes;Georg Solti,0.0,symphonic rock,0
338,Pucho & His Latin Soul Brothers,0.0,latin jazz,0
339,Soul Mekanik,0.0,tech house,0
340,Mitch Ryder,0.0,blues-rock,0
341,Blingtones,0.0,turnablism,0
342,Luna Orbit Project,0.0,club,0
343,Danilo Perez,0.0,latin jazz,0
344,Line Renaud,0.0,chanson,0
345,King Curtis,0.0,instrumental rock,0
346,Sophie B. Hawkins,0.0,ballad,0
347,Lupe Fiasco,0.0,hip hop,0
348,Wilks,0.0,hip hop,0
349,Marc Shaiman,0.0,soundtrack,0
350,40 Grit,0.0,nu metal,0
351,Gwen Stefani,0.0,rock,0
352,Steve Morse,0.0,blues-rock,0
353,Bitter End,0.0,stoner metal,0
354,Ethel Merman,0.0,vaudeville,0
355,Leon Russell & New Grass Revival,0.0,blues-rock,0
356,Story Of The Year,0.0,screamo,0
357,Natural Elements,0.0,hip hop,0
358,Lisa Lynne,0.0,chill-out,0
359,Neil Sedaka,0.0,brill building pop,0
360,Maurice Larcange,0.0,chanson,0
361,A Static Lullaby,0.0,post-hardcore,0
362,John Wesley_ John Wesley,0.0,disco,0
363,Coph Nia,0.0,dark ambient,0
364,Tabu feat. Mitzib,0.0,cumbia,0
365,Nights Like These,0.0,doom metal,0
366,Oasis,0.0,british pop,0
367,John Davis & Emma Doyle,0.0,jazz fusion,0
368,Stew,0.0,cabaret,0
369,Jauida,0.0,male vocalist,0
370,Eddy Arnold,0.0,honky tonk,0
371,All Time Low,0.0,pop punk,0
372,Brian Dullaghan,0.0,irish folk,0
373,Richard Galliano,0.0,tango,0
374,Regina Belle,0.0,vocal jazz,0
375,Debbie Davies,0.0,blues-rock,0
376,STEVE CAMP,0.0,ccm,0
377,Jay Tee & Baby Bash,0.0,hard house,0
378,The Stolen Minks,0.0,dance rock,0
379,Daath,0.0,technical death metal,0
380,Extasick,0.0,digital hardcore,0
381,UFO,0.0,heavy metal,0
382,Avril - Remix By Ana Rago,0.0,trip hop,0
383,Pat Travers,0.0,blues-rock,0
384,SNOWPATROL,0.0,indie rock,0
385,Die Fantastischen Vier,0.0,pop rap,0
386,Jeanie Lambe & The Danny Moss Quartet,0.0,hip hop,0
387,Nelson Ned,0.0,latin jazz,0
388,Yung Joc,0.0,gangster rap,0
389,Philippe Sarde,0.0,smooth jazz,0
390,Orquesta AragA3n,0.0,charanga,0
391,Jason Miles,0.0,jazz fusion,0
392,State of Chaos,0.0,tech house,0
393,Dropkick Murphys,0.0,celtic punk,0
394,Taint,0.0,power electronics,0
395,VHS Or Beta,0.0,disco,0
396,Leonard Kwan,0.0,slack key guitar,0
397,True Believers,0.0,melodic hardcore,0
398,Les Hurlements D'leo,0.0,folk rock,0
399,Charanga Forever,0.0,salsa,0
400,Zuzu Bollin,0.0,r&b,0
401,Bullet For My Valentine,0.0,alternative metal,0
402,The Hit Factory,0.0,free music,0
403,Terry Snyder,0.0,space age pop,0
404,Marcus Miller,0.0,jazz funk,0
405,Beatnuts,0.0,grime,0
406,Ayo,0.0,neo soul,0
407,Kid Sister,0.0,hip house,0
408,Mons Leidvin Takle,0.0,lullaby,0
409,Public Image Ltd,0.0,dance rock,0
410,Rise Against,0.0,hardcore punk,0
411,Sizzla,0.0,dancehall,0
412,Richard Galliano,0.0,tango,0
413,Helen Love,0.0,power pop,0
414,David Mingyue Liang,0.0,chinese music,0
415,Pursuit Of Happiness,0.0,power pop,0
416,Bobby Hutcherson,0.0,latin jazz,0
417,Gregory Isaacs,0.0,lovers rock,0
418,The Pharcyde,0.0,rap,0
419,Azis,0.0,pop folk,0
420,Amy Winehouse,0.0,vocal jazz,0
421,George Lopez,0.0,california,0
422,Les Hou-Lops,0.0,freakbeat,0
423,The Cosmosamatics,0.0,free jazz,0
424,Jackie Edwards,0.0,rock steady,0
425,Michael Card,0.0,ccm,0
426,Richard Galliano,0.0,tango,0
427,Ensiferum,0.0,power metal,0
428,Leila Chicot,0.0,zouk,0
429,The Pharcyde / Big Boy / Schmooche Cat / Randy Mack,0.0,rap,0
430,Erkki Junkkarinen,0.0,humppa,0
431,A Static Lullaby,0.0,post-hardcore,0
432,Scar Symmetry,0.0,death metal,0
433,Oztara,0.0,musette,0
434,Sonia Dersion,0.0,zouklove,0
435,Christina Aguilera,0.0,dance pop,0
436,Headhunter,0.0,dubstep,0
437,Eighteen Visions,0.0,alternative metal,0
438,Baby Huey & The Baby Sitters,0.0,funk,0
439,Elmore James,0.0,chicago blues,0
440,Rising Lion,0.0,roots reggae,0
441,George Harrison,0.0,classic rock,0
442,Weezer,0.0,pop rock,0
443,Rodney O & Joe Cooley,0.0,miami bass,0
444,Boots Randolph,0.0,instrumental rock,0
445,Jackson United,0.0,surf music,0
446,The Cosmosamatics,0.0,free jazz,0
447,Bobbie Gentry,0.0,country blues,0
448,Creedence Clearwater Revived,0.0,country rock,0
449,The Johnny Otis Orchestra,0.0,jump blues,0
450,B.A.D.,0.0,dance rock,0
451,Luar Na Lubre,0.0,freestyle,0
452,Circular,0.0,chill-out,0
453,Fruko Y Sus Tesos,0.0,salsa,0
454,The Bucketheads,0.0,vocal house,0
455,The Police,0.0,new wave,0
456,Kinky,0.0,alternative dance,0
457,The Real Kids,0.0,power pop,0
458,Eddie Boyd,0.0,chicago blues,0
459,Tha Chamba,0.0,rap,0
460,Jack Orsen & Taktlo$$,0.0,hip hop,0
461,Olov Johansson_ Catriona Mckay,0.0,world music,0
462,Shriekback,0.0,alternative dance,0
463,Hatebreed,0.0,hardcore punk,0
464,John Frizzell,0.0,soundtrack,0
465,Sister Hazel,0.0,post-grunge,0
466,J.J. Cale,0.0,blues-rock,0
467,Precious Bryant,0.0,blues,0
468,Kings Of Leon,0.0,southern rock,0
469,Selena,0.0,tejano,0
470,Brooke Valentine,0.0,crunk,0
471,Krystof,0.0,soft rock,0
472,Claire Hamill,0.0,new age,0
473,Los Originales De San Juan,0.0,mariachi,0
474,Black Flag,0.0,hardcore punk,0
475,Barbarito Diez,0.0,charanga,0
476,Aaron Watson,0.0,honky tonk,0
477,Mary Black,0.0,country rock,0
478,Satan's Host,0.0,heavy metal,0
479,The Impressions,0.0,chicago soul,0
480,Owl City,0.0,synthpop,0
481,Bobby Bland,0.0,soul blues,0
482,Headliners,0.0,hard house,0
483,Jane Winther,0.0,meditation,0
484,The Rascals,0.0,blue-eyed soul,0
485,Blind Blake,0.0,country blues,0
486,Emilia,0.0,europop,0
487,CA3mplices,0.0,pop rock,0
488,Emilio,0.0,tejano,0
489,Nana Caymmi,0.0,brazilian pop music,0
490,Kasia Stankiewicz,0.0,chill-out,0
491,Turisas,0.0,viking metal,0
492,ChA(c)co Feliciano And Joe King,0.0,salsa,0
493,Cache Cache,0.0,big beat,0
494,David Hudson,0.0,pop rock,0
495,David Summers,0.0,pop,0
496,Rummage,0.0,polka,0
497,Adr Lavey,0.0,gangster rap,0
498,Bill Boyd's Cowboy Ramblers,0.0,western swing,0
499,Canis Dirus,0.0,black metal,0
500,Vickie Winans,0.0,ccm,0
501,Justin,0.0,future jazz,0
502,La Portuaria,0.0,disco,0
503,Antonis Remos,0.0,pop folk,0
504,Percy Faith And His Orchestra,0.0,orchestra,0
505,Stars Like Fleas,0.0,glitch,0
506,Gaetano Donizetti,0.0,bel canto,0
507,Shakira,0.0,dance pop,0
508,Maysa,0.0,brazilian pop music,0
509,Little Freddie King,0.0,new orleans blues,0
510,Ms. Dynamite,0.0,grime,0
511,Andy Russell,0.0,world,0
512,Blink-182,0.0,power pop,0
513,Selena,0.0,tejano,0
514,Kali,0.0,hip hop,0
515,Vickie Winans,0.0,ccm,0
516,John Brown,0.0,hard trance,0
517,Abysmal Dawn,0.0,blackened death metal,0
518,Chaotica,0.0,industrial rock,0
519,Lara & The Gumbo Lickers,0.0,visual kei,0
520,Elvin Bishop,0.0,blues-rock,0
521,Gordon Jenkins,0.0,orchestra,0
522,1. Futurologischer Congress,0.0,kraut rock,0
523,Asleep At The Wheel,0.0,western swing,0
524,Neil Innes,0.0,pop rock,0
525,Marcus Miller,0.0,jazz funk,0
526,Siouxsie,0.0,dark wave,0
527,Claire Hamill,0.0,new age,0
528,Alan Silvestri,0.0,country rock,0
529,Sunnyland Slim,0.0,piano blues,0
530,Byther Smith,0.0,chicago blues,0
531,Dusminguet,0.0,rumba,0
532,Rudolph Valentino,0.0,ballad,0
533,Sylvia Patricia,0.0,bossa nova,0
534,Zeromancer,0.0,industrial rock,0
535,Regina Belle,0.0,vocal jazz,0
536,Two Man Advantage,0.0,thrash core,0
537,Green Day,0.0,alternative rock,0
538,Ayo,0.0,neo soul,0
539,Donny Hathaway,0.0,jazz funk,0
540,Chico,0.0,dirty south rap,0
541,KALIMBA,0.0,death core,0
542,SKOLD vs. KMFDM,0.0,heavy metal,0
543,Architecture In Helsinki,0.0,twee pop,0
544,Wailing Souls,0.0,roots reggae,0
545,Kitaro,0.0,chill-out,0
546,Alice In Chains,0.0,grunge,0
547,Bobby Darin,0.0,brill building pop,0
548,Ini Kamoze,0.0,dancehall,0
549,9th Wonder featuring Defcon_ Phonte,0.0,hip hop,0
550,The Real Kids,0.0,power pop,0
551,Ill Nino,0.0,alternative metal,0
552,De La Ghetto,0.0,reggaeton,0
553,Baroness,0.0,sludge metal,0
554,DMX / Eve / Jadakiss,0.0,hip hop,0
555,Melt Banana,0.0,noise rock,0
556,M.I.K.E.,0.0,progressive trance,0
557,Willie Rosario,0.0,salsa,0
558,Jude Taylor & His Burning Flames,0.0,zydeco,0
559,Placebo,0.0,british pop,0
560,Metallica,0.0,speed metal,0
561,Sui Generis,0.0,cumbia,0
562,The Red Telephone,0.0,power pop,0
563,T-Bone,0.0,ccm,0
564,Bill Douglas,0.0,chamber jazz,0
565,DJ Spinn featuring Traxman,0.0,chicago house,0
566,The Radio Dept.,0.0,shoegaze,0
567,MAPtley CrA1/4e,0.0,heavy metal,0
568,Shy FX & T Power,0.0,uk garage,0
569,Becky Baeling,0.0,dance pop,0
570,Keb' Mo',0.0,blues,0
571,UKW,0.0,neue deutsche welle,0
572,THE CHIFFONS,0.0,doo-wop,0
573,S. Solis y Orquesta,0.0,musette,0
574,Commander Cody And His Lost Planet Airmen,0.0,country rock,0
575,Commissioned,0.0,ccm,0
576,Dee Clark,0.0,doo-wop,0
577,Cauterize,0.0,pop punk,0
578,Laurie Berkner,0.0,death core,0
579,DJ Slugo,0.0,bass music,0
580,Joi,0.0,breakbeat,0
581,Simon & Garfunkel,0.0,folk-pop,0
582,Beenie Man Featuring Wyclef And Redman,0.0,dancehall,0
583,Robben Ford,0.0,blues-rock,0
584,Greater Vision,0.0,ccm,0
585,Anti-Flag,0.0,oi,0
586,Joe Lynn Turner,0.0,hard rock,0
587,Rickie Lee Jones,0.0,folk rock,0
588,Hysterie,0.0,tech house,0
589,Aesop Rock,0.0,underground rap,0
590,Bobby Vee,0.0,brill building pop,0
591,Alfredo GutiA(c)rrez,0.0,louisiana blues,0
592,Shelby Lynne,0.0,country rock,0
593,Tora Tora,0.0,glam metal,0
594,Franz Ferdinand,0.0,art rock,0
595,Hot Chip,0.0,dance rock,0
596,Gal Costa,0.0,brazilian pop music,0
597,Kathy Mattea,0.0,bluegrass,0
598,James Taylor,0.0,folk-pop,0
599,Der Moderne Man,0.0,new wave,0
600,Jeff Beck,0.0,blues-rock,0
601,Taboo,0.0,new beat,0
602,BigElf,0.0,stoner rock,0
603,Tanto Metro & Devonte,0.0,dancehall,0
604,Ray Kane,0.0,island music,0
605,Ashes to Ashes,0.0,avantgarde metal,0
606,Kelly Clarkson,0.0,teen pop,0
607,Fudge Tunnel,0.0,sludge metal,0
608,Edgar Bori,0.0,los angeles,0
609,Jimmy Witherspoon,0.0,jazz blues,0
610,Eliane Elias,0.0,brazilian jazz,0
611,Dave Eggar,0.0,new age,0
612,Donnie Brooks,0.0,oldies,0
613,2raumwohnung,0.0,tech house,0
614,SOJA,0.0,roots reggae,0
615,Dinosaur Jr.,0.0,indie rock,0
616,Ulytau,0.0,folk metal,0
617,The Nelons,0.0,ccm,0
618,The Exies,0.0,post-grunge,0
619,Babylon Disco,0.0,breakcore,0
620,Kaija Koo,0.0,humppa,0
621,Gus Viseur,0.0,gypsy jazz,0
622,Dino,0.0,ccm,0
623,GG Allin,0.0,shock rock,0
624,Zimbabwe Legit,0.0,hip hop,0
625,Spinal Tap,0.0,parody,0
626,Der Moderne Man,0.0,new wave,0
627,Buzzcocks,0.0,new wave,0
628,Stanley Clarke,0.0,jazz funk,0
629,La Portuaria,0.0,disco,0
630,Hemdale,0.0,grindcore,0
631,Jesse Malin and The St. Marks Social,0.0,urban folk,0
632,3 Doors Down,0.0,post-grunge,0
633,Ma Rainey,0.0,classic female blues,0
634,Zombie Girl,0.0,electro,0
635,Daniel Johnston,0.0,power pop,0
636,Niraj Chag,0.0,trip hop,0
637,JoAPSo Gilberto,0.0,brazilian jazz,0
638,Bone Thugs-N-Harmony,0.0,gangster rap,0
639,Ultraviolence,0.0,gabba,0
640,Los Chichos,0.0,flamenco,0
641,Christian McBride,0.0,jazz funk,0
642,Jim Kweskin,0.0,ragtime,0
