,song.duration,song.hotttnesss,song.loudness,song.tempo,song.year
66,144.50893,0.6712360270000001,-7.787000000000001,152.622,1992
67,285.17832000000004,-1.0,-8.488,110.787,0
68,246.69995,0.62616576,-9.603,112.90299999999999,1990
69,84.03546,0.0,-26.266,115.64200000000001,1985
70,273.52771,0.199238262,-6.305,125.01299999999999,2000
71,298.84036000000003,0.26586104899999996,-9.998,113.277,0
72,161.38404,0.237733942,-9.161,96.979,1997
73,209.29261,0.82448213,-4.865,140.995,0
74,229.61587000000003,0.6244254929999999,-4.882,105.206,2004
75,426.89261,0.635536649,-12.950999999999999,63.016999999999996,2000
76,269.26975,-1.0,-11.751,144.60299999999998,0
77,249.41669,0.19878534899999997,-6.693,167.92,0
78,136.48934,-1.0,-9.091000000000001,129.122,1963
79,233.27302000000003,0.0,-2.658,132.02200000000002,2001
80,187.24526,0.249065795,-4.42,183.92,2005
81,72.61995,-1.0,-11.050999999999998,89.867,0
82,272.63955,-1.0,-9.97,119.896,0
83,142.75873,-1.0,-11.335,137.29,0
84,194.11546,0.382723281,-15.581,82.34299999999999,2002
85,195.91791,-1.0,-11.98,91.48700000000001,1990
86,118.33424,-1.0,-11.215,84.69,1999
87,288.41751,0.7251212840000001,-8.165,115.60600000000001,2005
88,123.21914,-1.0,-12.69,126.523,0
89,283.76771,0.665172241,-8.7,113.677,1990
90,239.3073,0.554654768,-5.757999999999999,86.93799999999999,0
91,206.75873,0.304169503,-4.907,141.936,0
92,134.81751,-1.0,-8.133,106.04899999999999,0
93,285.64853,-1.0,-9.093,126.88,0
94,124.18567,0.57010593,-10.296,85.008,2001
95,134.08608,-1.0,-12.839,133.69899999999998,0
96,155.61098,-1.0,-13.71,118.975,0
97,275.40853,-1.0,-2.119,102.40799999999999,0
98,223.4771,0.0,-14.437999999999999,112.006,1961
99,443.24526,0.270775999,-13.002,45.527,0
100,177.81506000000002,-1.0,-12.004000000000001,85.62100000000001,2006
101,385.33179,-1.0,-8.37,108.061,2000
102,324.44036,0.405115722,-11.829,216.195,1995
103,275.12118,0.242741879,-6.29,132.428,0
104,294.66077,0.386790177,-15.761,168.30700000000002,0
105,193.20118,-1.0,-27.433000000000003,140.95600000000002,0
106,357.82485,0.511254835,-5.7010000000000005,130.016,1991
107,198.3473,0.460484845,-8.709,175.769,1997
108,261.95546,0.488289876,-13.627,100.194,2005
109,176.27383,-1.0,-11.479000000000001,151.911,1985
110,220.89097999999998,-1.0,-6.3020000000000005,119.691,0
111,235.91137999999998,-1.0,-10.466,161.976,0
112,239.59465,-1.0,-9.275,172.398,1971
113,171.49342,0.0,-37.398,109.823,0
114,266.05669,0.0,-13.835999999999999,90.101,0
115,329.27302000000003,0.345802234,-7.103,116.473,1994
116,198.922,0.333554807,-13.495,126.821,0
117,283.21914,0.617365618,-15.144,111.191,1971
118,238.68036,-1.0,-12.991,125.508,0
119,254.06649,0.394394856,-6.01,137.888,1999
120,184.31955,-1.0,-5.58,150.012,0
121,311.40526,-1.0,-4.313,108.367,0
122,162.53342,0.37479683700000005,-17.285,173.482,0
123,212.37506000000002,-1.0,-5.931,110.745,2009
124,338.33751,0.26586104899999996,-14.248,130.02700000000002,1995
125,126.51057,0.23379647399999998,-12.651,110.16799999999999,0
126,205.58321999999998,-1.0,-16.055999999999997,97.976,0
127,193.4624,0.215080319,-5.912999999999999,119.979,2007
128,127.4771,-1.0,-5.541,156.968,0
129,234.762,-1.0,-6.019,188.886,1999
130,292.8322,0.46630483100000003,-4.953,133.306,2001
131,241.10975,0.480610618,-18.114,152.267,1990
132,270.68036,0.26568338,-11.061,166.275,0
133,188.73424,-1.0,-7.04,114.971,0
134,211.80036,-1.0,-15.357999999999999,144.651,0
135,254.32771,-1.0,-11.213,152.005,0
136,210.36362999999997,-1.0,-5.904,155.07399999999998,2009
137,301.81832,0.345802234,-8.095,61.971000000000004,1991
138,416.80933999999996,0.82517354,-7.982,124.04,1997
139,413.36118,0.0,-8.804,191.196,0
140,117.00200000000001,-1.0,-5.699,152.127,2005
141,217.36444,0.73738531,-5.152,100.023,0
142,122.72281000000001,-1.0,-9.965,192.688,0
143,203.98975,0.47212112,-11.975999999999999,154.322,1988
144,192.44363,0.0,-10.229,236.00599999999997,0
145,285.36118,0.392008772,-6.284,150.666,0
146,225.12281000000002,-1.0,-3.818,175.421,1984
147,123.66322,-1.0,-4.633,104.15299999999999,0
148,525.16526,-1.0,-5.602,127.27799999999999,0
149,204.06812,0.23642018199999998,-5.157,160.165,0
150,166.00771,-1.0,-1.925,86.09100000000001,0
151,219.01016,-1.0,-5.21,149.94,2001
152,127.9473,0.444401715,-12.717,135.78,2001
153,570.90567,-1.0,-12.28,122.96700000000001,0
154,230.00771,-1.0,-9.748,142.024,0
155,240.74403999999998,0.543052864,-4.878,135.535,2010
156,192.20853,0.608500079,-23.988000000000003,139.189,1989
157,152.0322,-1.0,-9.414,128.59799999999998,0
158,215.30077000000003,0.0,-9.741,163.445,2004
159,155.21913999999998,-1.0,-11.965,114.027,1971
160,207.12444,-1.0,-12.779000000000002,111.316,0
161,428.56444000000005,0.659304669,-8.402999999999999,105.994,2006
162,185.7824,-1.0,-13.251,88.48899999999999,0
163,654.28853,0.626612803,-5.8839999999999995,118.43299999999999,2009
164,306.72934,0.270775999,-6.928999999999999,96.007,0
165,229.51137999999997,-1.0,-4.198,187.80700000000002,0
166,205.58321999999998,-1.0,-6.997999999999999,181.115,1991
167,127.05913999999999,0.49448951799999996,-12.772,148.357,0
168,44.35546,0.304169503,-18.147000000000002,136.164,0
169,203.83302,-1.0,-7.6610000000000005,126.941,2009
170,176.50893,-1.0,-17.308,159.582,0
171,140.66893000000002,0.519448582,-28.346999999999998,89.495,1986
172,201.09016,-1.0,-2.8689999999999998,102.259,1988
173,254.79791,0.0,-7.309,107.529,1998
174,143.0722,0.0,-15.350999999999999,99.40799999999999,0
175,163.49995,0.0,-25.694000000000003,79.73100000000001,0
176,289.64526,0.0,-9.435,188.502,0
177,124.15955,0.405652196,-4.793,133.72899999999998,1998
178,167.3922,0.445454526,-17.623,139.136,0
179,321.35791,-1.0,-6.2,193.69299999999998,1994
180,263.94077000000004,-1.0,-19.820999999999998,76.693,0
181,341.36771,-1.0,-9.632,126.95,0
182,333.13914,-1.0,-5.671,144.812,0
183,349.12608,-1.0,-11.708,138.003,0
184,168.56771,-1.0,-16.968,130.284,1999
185,350.71955,0.0,-13.038,152.013,2010
186,175.62077,-1.0,-10.647,159.968,0
187,190.24934,0.543052864,-4.172,75.031,2005
188,255.16362999999998,-1.0,-10.755999999999998,150.83700000000002,1981
189,120.2673,-1.0,-3.4219999999999997,143.231,0
190,557.26975,-1.0,-12.26,123.993,0
191,187.53261,0.350979506,-23.526999999999997,97.98100000000001,2000
192,295.60118,-1.0,-9.435,137.28799999999998,0
193,252.02892999999997,0.0,-8.639,168.32299999999998,0
194,329.35138,0.570850642,-7.672000000000001,111.079,2009
195,180.00933999999998,0.0,-13.668,133.009,0
196,244.45342000000002,0.235846203,-6.885,146.577,0
197,282.53995,-1.0,-4.2,140.458,1996
198,388.28362999999996,0.26396982,-16.433,132.506,1983
199,345.93914,0.44713579600000003,-6.9510000000000005,153.862,1997
200,243.1473,0.0,-14.737,93.238,2010
201,261.74649,0.714046553,-9.628,124.086,1986
202,172.25098,-1.0,-8.46,66.765,0
203,216.60689,0.413739836,-3.736,145.518,1988
204,363.59791,-1.0,-4.376,139.998,0
205,271.77751,0.319565987,-6.947,90.648,2004
206,330.65751,-1.0,-12.279000000000002,140.334,0
207,133.27628,0.36037058299999997,-15.735999999999999,89.86,2005
208,264.69832,0.566988444,-5.871,156.097,2006
209,228.51872999999998,-1.0,-12.052999999999999,179.50099999999998,0
210,240.3522,-1.0,-6.247999999999999,86.689,0
211,145.57995,-1.0,-13.703,160.261,0
212,235.80688999999998,0.253834736,-9.716000000000001,101.03,0
213,192.1824,0.519403046,-6.257999999999999,155.03799999999998,2007
214,418.87302,0.437351761,-11.702,117.16799999999999,1989
215,198.26893,0.676548906,-14.509,132.967,2003
216,420.10077,-1.0,-9.062000000000001,139.91,1996
217,397.26975,0.460541281,-6.787999999999999,95.882,1999
218,229.79872999999998,0.495293621,-12.772,135.175,1995
219,150.64771000000002,-1.0,-9.258,121.98299999999999,0
220,286.14485,-1.0,-24.596999999999998,169.775,0
221,384.70485,-1.0,-8.161,137.862,2001
222,415.03302,0.0,-6.751,83.32600000000001,0
223,133.53751,-1.0,-29.295,117.667,0
224,266.70975,-1.0,-12.658,90.90799999999999,0
225,284.3424,-1.0,-6.546,151.953,2008
226,179.06893,0.0,-17.522000000000002,161.054,0
227,100.5971,-1.0,-10.777000000000001,159.895,0
228,320.60036,0.0,-9.993,128.219,0
229,302.36689,0.0,-12.99,101.229,0
230,284.70812,-1.0,-8.339,98.859,0
231,327.8624,0.688521844,-6.531000000000001,125.975,2001
232,286.30159,0.557880389,-6.933,154.09,2007
233,356.49261,-1.0,-4.178,124.23700000000001,2001
234,168.75056999999998,0.0,-8.91,97.09899999999999,1989
235,201.56036,-1.0,-2.069,140.63,2000
236,185.67791,-1.0,-16.844,101.41,0
237,218.8273,0.6964694370000001,-3.803,186.25400000000002,2003
238,303.04607999999996,0.215080319,-10.57,210.47,1995
239,224.52200000000002,-1.0,-6.694,94.057,1999
240,315.27137999999997,-1.0,-16.753,100.34899999999999,0
241,275.06892999999997,-1.0,-4.376,124.009,0
242,191.81669,0.545230294,-38.525,90.084,1986
243,177.24036,0.44713579600000003,-1.8430000000000002,106.698,2009
244,233.58649,0.784194616,-3.937,89.78,2001
245,38.3473,0.21425344899999998,-16.006,107.177,2000
246,100.85831999999999,0.0,-19.794,152.25799999999998,0
247,485.19791,-1.0,-7.614,134.083,2007
248,239.01995,-1.0,-10.274000000000001,106.398,0
249,288.49587,-1.0,-5.912000000000001,160.02200000000002,2007
250,151.53587,0.0,-7.108,101.492,0
251,160.28689,-1.0,-15.578,86.141,0
252,181.55057,0.621765583,-9.334,120.09700000000001,0
253,70.26893000000001,-1.0,-16.942,128.173,2004
254,173.24363,0.606816327,-6.021,88.835,0
255,155.74159,0.0,-13.135,105.24,0
256,148.03546,-1.0,-6.893,162.385,0
257,94.06649,-1.0,-9.506,109.63600000000001,0
258,241.52771,0.873702495,-7.255,108.264,2003
259,226.82077,-1.0,-7.684,119.524,0
260,106.52689,0.32311212100000003,-12.385,97.76,2009
261,224.28689,0.537503904,-4.779,241.877,2002
262,340.29669,0.547324832,-11.356,91.32799999999999,1988
263,216.55465,0.494357324,-8.147,130.062,0
264,279.2224,0.36037058299999997,-6.582000000000001,68.734,1998
265,158.56281,0.0,-16.527,94.65799999999999,0
266,234.44852999999998,0.345802234,-10.173,102.055,2005
267,155.95057,0.46264318299999996,-14.123,109.065,2001
268,233.53423999999998,0.0,-5.483,184.981,0
269,256.80933999999996,0.405115722,-7.307,201.80200000000002,2000
270,234.65751,-1.0,-12.75,119.67,1984
271,163.76118,-1.0,-10.328,105.181,0
272,159.03302,0.0,-9.668,165.668,0
273,214.04689,-1.0,-5.444,188.05599999999998,0
274,301.06077,-1.0,-4.144,143.97,2007
275,109.37423999999999,0.615372256,-18.349,61.883,1987
276,151.82322,-1.0,-20.964000000000002,0.0,0
277,287.11138,-1.0,-11.877,163.167,0
278,239.98649,0.193857803,-5.627000000000001,144.836,2002
279,229.642,0.658623927,-1.9980000000000002,108.499,2005
280,143.98649,0.0,-7.901,193.97799999999998,2007
281,153.20771000000002,0.19473522899999998,-8.798,88.935,0
282,316.65587,0.27428170399999996,-5.934,91.69,2007
283,182.09913999999998,0.31276992,-10.7,210.8,1982
284,205.21751,0.419674279,-4.332,82.205,2008
285,131.05587,-1.0,-15.672,121.56299999999999,0
286,316.73424,0.531612769,-15.54,162.68200000000002,1989
287,431.64689000000004,-1.0,-14.620999999999999,106.219,0
288,183.37913999999998,0.0,-11.427999999999999,172.33700000000002,0
289,324.51873,-1.0,-11.273,210.305,1993
290,172.01587,0.0,-9.745,175.393,1991
291,165.66812,-1.0,-10.917,128.459,2005
292,377.67791,0.0,-21.787,109.671,2004
293,145.00526000000002,-1.0,-14.449000000000002,141.024,0
294,153.28608,0.721572661,-7.535,125.55799999999999,2006
295,215.35302000000001,-1.0,-10.918,211.327,2005
296,156.70812,-1.0,-21.25,147.637,0
297,168.38485,-1.0,-12.77,98.49,1998
298,150.25587,-1.0,-15.574000000000002,137.673,0
299,159.76443999999998,-1.0,-9.79,68.283,1960
300,230.26892999999998,-1.0,-32.016999999999996,0.0,0
301,465.60607999999996,0.5829184589999999,-5.5329999999999995,134.014,0
302,247.77097999999998,0.352232225,-8.901,85.15700000000001,0
303,165.98158999999998,0.274073578,-15.915,86.162,0
304,368.16934,0.319565987,-8.488999999999999,93.10600000000001,1995
305,176.27383,-1.0,-13.366,49.262,0
306,266.4224,0.636287224,-5.947,80.149,2000
307,111.0722,-1.0,-13.825999999999999,82.42200000000001,0
308,313.7824,-1.0,-11.488,107.197,1989
309,265.37751000000003,-1.0,-9.28,124.177,0
310,167.20934,-1.0,-7.928,196.03400000000002,1989
311,240.61342000000002,-1.0,-14.367,64.40100000000001,0
312,356.41424,-1.0,-7.598,130.861,0
313,260.28362999999996,-1.0,-2.9389999999999996,90.008,2007
314,256.39137999999997,-1.0,-8.632,122.17399999999999,0
315,316.49914,0.761303218,-14.544,95.98100000000001,1999
316,252.57751000000002,-1.0,-7.605,75.955,0
317,224.60036000000002,0.425124658,-13.255999999999998,210.87099999999998,1989
318,214.12526,-1.0,-7.225,105.196,0
319,259.44771000000003,0.0,-8.422,106.689,0
320,236.25097999999997,-1.0,-5.12,112.787,1999
321,43.362809999999996,0.0,-23.996,93.779,2000
322,236.93016,-1.0,-8.041,89.865,0
323,243.82648999999998,-1.0,-10.957,133.339,0
324,241.47546,0.0,-14.835,98.71799999999999,0
325,183.17016,-1.0,-22.289,74.072,0
326,424.12363,-1.0,-10.683,130.006,0
327,111.62077,-1.0,-18.703,104.39399999999999,0
328,138.63138,0.0,-9.672,159.58700000000002,0
329,270.60200000000003,0.473346541,-10.754000000000001,192.702,1993
330,173.19138,-1.0,-8.372,98.11,0
331,218.38322000000002,0.400443466,-4.37,118.595,0
332,153.33831999999998,-1.0,-15.599,143.601,0
333,230.71302000000003,-1.0,-6.358,81.319,0
334,407.37914,0.0,-7.8839999999999995,89.345,0
335,337.68444,0.392008772,-5.1339999999999995,174.993,2005
336,236.17261000000002,-1.0,-4.954,129.122,1994
337,511.16362999999996,-1.0,-26.358,86.666,0
338,338.23302,-1.0,-15.672,231.86700000000002,0
339,45.661590000000004,-1.0,-21.593000000000004,190.69799999999998,0
340,207.43791000000002,0.41912589299999997,-11.255,97.538,2004
341,29.544040000000003,-1.0,-11.494000000000002,95.225,0
342,335.51628,-1.0,-7.4270000000000005,139.993,0
343,197.19791,0.253834736,-16.113,159.233,2003
344,152.92036000000002,-1.0,-9.843,124.75,0
345,326.00771000000003,0.662493161,-17.492,100.415,0
346,305.16200000000003,0.599660358,-6.301,105.00299999999999,1994
347,279.97995,0.888813538,-6.294,110.21799999999999,0
348,261.51138,-1.0,-7.64,88.973,0
349,149.86404,-1.0,-18.340999999999998,134.566,2008
350,75.67628,0.427446572,-22.752,186.882,2003
351,290.55955,0.6846130859999999,-4.169,113.995,2004
352,363.85913999999997,0.64068403,-6.977,90.199,2000
353,282.43546000000003,0.33470654899999996,-14.040999999999999,111.03200000000001,0
354,135.31383,-1.0,-16.994,124.184,0
355,221.30892999999998,-1.0,-12.0,157.746,0
356,75.57179000000001,0.215080319,-7.626,100.03200000000001,2005
357,338.1024,0.401486711,-6.318,185.88,1998
358,298.10893,0.673875572,-12.811,94.031,1998
359,170.84036,-1.0,-9.448,76.013,1999
360,215.37913999999998,-1.0,-10.398,133.553,0
361,213.49832,0.590252715,-5.537000000000001,202.233,2008
362,351.08526,0.428702263,-7.513,133.405,0
363,658.02404,-1.0,-17.16,116.819,2000
364,474.61832000000004,-1.0,-9.788,127.887,0
365,305.89342,0.33470654899999996,-4.053,124.87200000000001,2006
366,301.92281,-1.0,-3.159,136.94799999999998,0
367,135.52281000000002,0.0,-13.780999999999999,169.878,0
368,179.9571,-1.0,-10.968,100.62100000000001,2003
369,269.76608,0.0,-6.996,101.01,0
370,166.16443999999998,-1.0,-14.014000000000001,157.779,1967
371,221.67465,0.270775999,-2.838,91.48299999999999,2007
372,212.94975,-1.0,-15.046,99.109,0
373,261.74649,0.340922756,-15.008,76.296,1999
374,307.33016000000003,-1.0,-8.916,92.67200000000001,1993
375,225.67137999999997,0.26586104899999996,-6.9079999999999995,116.984,1998
376,296.14975,-1.0,-9.371,139.07,0
377,203.67628,-1.0,-5.234,98.98299999999999,0
378,56.424040000000005,0.0,-2.7039999999999997,123.695,0
379,230.86975,-1.0,-3.325,97.15100000000001,2006
380,134.03383,0.0,-8.933,91.459,0
381,212.61016,-1.0,-8.548,116.11,0
382,188.39465,-1.0,-18.397000000000002,85.28200000000001,2002
383,152.99873,-1.0,-7.812,140.872,0
384,233.03791,-1.0,-8.499,144.003,0
385,149.99465,-1.0,-5.165,120.001,1991
386,152.0322,-1.0,-10.274000000000001,168.558,0
387,200.48934,-1.0,-12.708,146.061,0
388,193.64526,0.304169503,-5.797000000000001,174.019,2007
389,158.82404,-1.0,-22.35,85.691,0
390,173.68771,-1.0,-7.1129999999999995,92.60600000000001,2003
391,269.40036000000003,-1.0,-7.4670000000000005,163.97,0
392,176.90077,0.0,-18.724,97.619,0
393,196.72771,0.528782481,-5.386,183.808,2002
394,281.46893,0.425124658,-4.583,92.044,2009
395,224.20852999999997,0.524969055,-5.893,126.806,2004
396,170.31791,0.0,-17.805,108.912,0
397,361.53424,0.25551980399999996,-4.228,160.731,0
398,182.04689,-1.0,-7.693,104.307,1999
399,367.43791,0.0,-6.622000000000001,203.96400000000003,2000
400,175.90812,-1.0,-19.262999999999998,131.683,0
401,215.53587000000002,-1.0,-2.315,188.924,2005
402,234.70975,-1.0,-8.299,126.34200000000001,0
403,340.11383,0.525497119,-12.752,112.09700000000001,0
404,280.13669,0.5033812360000001,-13.078,125.147,1983
405,170.52688999999998,-1.0,-10.231,87.634,0
406,212.71465,0.0,-11.26,128.689,2006
407,277.2371,0.573019828,-3.573,140.026,2009
408,120.92036,-1.0,-25.146,147.576,0
409,492.30322,0.639248489,-12.091,193.56,1985
410,260.8322,-1.0,-8.576,122.006,2001
411,203.96363,-1.0,-6.832000000000001,190.01,2005
412,309.65506,0.266955186,-13.481,111.663,0
413,81.97179,0.299877488,-6.746,100.76,1994
414,757.99465,0.0,-16.077,163.67,0
415,196.49261,0.0,-10.324000000000002,127.29799999999999,0
416,352.57424,-1.0,-13.456,95.633,0
417,221.83137999999997,-1.0,-12.084000000000001,160.011,0
418,11.59791,-1.0,-19.461,38.233000000000004,2004
419,281.88689,0.40790171700000005,-6.608,98.15100000000001,2006
420,256.10404,-1.0,-7.757999999999999,91.198,2003
421,345.23382999999995,-1.0,-8.832,75.467,2009
422,122.69668999999999,-1.0,-7.457999999999999,103.29,0
423,338.36363,0.0,-14.952,65.054,0
424,256.62649,0.225940273,-12.102,161.796,2006
425,182.72608,-1.0,-15.597999999999999,115.258,0
426,197.17179,-1.0,-12.01,230.99200000000002,0
427,291.02975,0.660344383,-4.507,179.988,1999
428,293.27628,0.24994454600000002,-5.568,90.008,0
429,334.78485,0.578658188,-9.636000000000001,95.816,1995
430,215.82322000000002,0.0,-9.559,100.61200000000001,0
431,237.42649,0.542307526,-4.621,80.41,2005
432,271.5424,0.716321271,-3.536,150.086,2006
433,207.51628,-1.0,-5.7860000000000005,191.929,2005
434,269.87057000000004,0.247625764,-8.089,173.93599999999998,2004
435,266.73587000000003,0.6224351370000001,-7.834,117.984,2000
436,312.76363,0.21204540600000002,-3.319,153.55100000000002,0
437,172.19873,0.660369706,-4.806,131.079,2006
438,288.36526000000003,0.476248227,-10.895,132.97299999999998,1971
439,191.13751000000002,-1.0,-10.862,97.03,0
440,280.45016,-1.0,-9.513,88.137,0
441,359.73179,-1.0,-7.301,133.38299999999998,0
442,180.97587,0.784712266,-3.637,142.68,2001
443,217.41669,0.45193455299999996,-7.041,107.185,1993
444,150.20363,0.37598430200000005,-11.927,101.485,1963
445,204.93016,0.445454526,-4.941,90.63600000000001,2008
446,515.97016,-1.0,-13.103,61.486999999999995,0
447,177.57995,-1.0,-13.134,152.434,1968
448,257.59302,0.23957751100000002,-9.224,121.23200000000001,0
449,182.15138000000002,-1.0,-20.842,105.26799999999999,0
450,102.03383000000001,-1.0,-5.653,95.655,0
451,251.81995,0.40003965700000005,-8.654,229.91299999999998,2001
452,59.89832,0.288481643,-27.805999999999997,75.127,0
453,261.90322000000003,0.697181542,-6.206,106.76899999999999,2004
454,365.71383,0.37598430200000005,-14.979000000000001,120.876,1995
455,216.42404,-1.0,-10.45,123.65700000000001,0
456,101.14567,0.237845943,-4.178999999999999,144.954,0
457,222.11872999999997,0.492299861,-8.471,147.661,1996
458,203.36281,-1.0,-14.687999999999999,84.22399999999999,0
459,281.75628,0.19272691600000003,-6.816,172.287,0
460,200.51546000000002,-1.0,-6.609,167.90200000000002,0
461,469.68118,-1.0,-14.217,74.046,0
462,113.60608,0.23979456,-11.661,100.15,2005
463,136.95955,0.0,-3.806,85.771,2006
464,133.19791,-1.0,-23.685,210.898,2002
465,195.36934,0.603030145,-6.481,140.259,2010
466,202.94485,-1.0,-18.863,133.398,1983
467,193.72363,0.24152448199999998,-9.131,91.538,2005
468,466.65098,-1.0,-7.7139999999999995,114.73,2007
469,388.51873,0.0,-5.68,106.43799999999999,0
470,261.53751,0.215080319,-6.825,111.936,2005
471,262.55627999999996,0.45744716700000004,-7.499,93.015,2006
472,205.42649,-1.0,-10.225,101.662,0
473,263.6273,-1.0,-7.711,179.502,0
474,1030.19057,0.499445835,-18.91,70.649,1982
475,183.43138000000002,0.0,-9.718,85.87799999999999,0
476,217.39057000000003,-1.0,-8.942,155.89600000000002,2008
477,293.92933999999997,0.511424326,-9.464,163.567,1999
478,332.7473,0.0,-3.47,121.553,0
479,159.29424,0.392008772,-10.453,81.586,0
480,187.6371,-1.0,-7.188,150.066,2007
481,181.49832,0.0,-10.269,105.927,2006
482,169.56036,0.0,-4.968999999999999,88.001,2006
483,145.68444,-1.0,-16.051,27.163,0
484,223.89506,0.405052003,-9.899,113.05799999999999,0
485,186.90567,-1.0,-22.825,86.99700000000001,0
486,174.81098,0.569275651,-3.235,86.62,0
487,307.56526,0.565451012,-5.959,100.051,1991
488,165.22404,-1.0,-13.777000000000001,205.333,0
489,216.86812,0.26586104899999996,-13.774000000000001,179.575,0
490,304.06485,-1.0,-7.114,134.05100000000002,2006
491,146.59873000000002,0.653815561,-7.249,160.009,2004
492,273.65832,0.319565987,-3.865,87.976,2006
493,245.49832,-1.0,-6.502999999999999,125.00299999999999,0
494,320.91382999999996,-1.0,-13.462,158.321,0
495,321.33179,0.26586104899999996,-9.846,132.858,0
496,178.12853,-1.0,-6.013999999999999,95.50299999999999,0
497,194.45506,-1.0,-6.181,96.007,0
498,203.75465,0.345802234,-14.815999999999999,99.48700000000001,0
499,722.20689,-1.0,-6.435,200.169,0
500,358.71302000000003,-1.0,-20.284000000000002,124.194,0
501,149.49832,-1.0,-15.148,109.70200000000001,0
502,132.25751,-1.0,-11.97,122.113,0
503,140.64281,-1.0,-9.996,117.671,0
504,152.13669,0.0,-17.611,179.264,0
505,264.51546,0.0,-7.401,103.936,2007
506,206.68036,-1.0,-22.271,107.536,0
507,148.1922,0.701124286,-19.976,115.066,1995
508,230.3473,0.33470654899999996,-8.734,91.191,0
509,443.55872999999997,0.0,-12.552,100.01100000000001,0
510,286.32771,0.408110884,-9.902999999999999,125.916,2005
511,156.94322,-1.0,-9.186,85.311,0
512,225.12281000000002,0.6741647470000001,-7.315,200.71599999999998,1997
513,329.58648999999997,0.0,-7.9510000000000005,182.168,0
514,349.83137999999997,-1.0,-6.26,138.048,0
515,287.03302,-1.0,-26.625999999999998,79.734,0
516,151.27465,-1.0,-3.951,87.45299999999999,0
517,250.3571,0.538200452,-5.766,125.086,2008
